X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	Y
Design 1	0.034263456	0.758531874	0.49127182	0.002500411	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.009277903	0.002498883	0.002479415	2.5637E-06	0.188440202	2.71741E-06	0.006012775	0.355643658	0.11968749	0.10755682	0.677966102	0.135306219	0.864693781	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.282363686	0.282477862	0.413741037	0.014947191	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.003181415	0.010180256	0.048010803	0.348167431	0.030649623	0.50908437	0.183971021	0.017896073	0.023687352	0.14778719	0.000117612	5.50694E-05	1.46981E-07	0.000588535	0.040292889	0.096120625	0.00152893	0.081417379	0.032288863	0.026698977	0.040231146	0.656712659	0.018218681	0.015442322	0.005106627	0.088298509	0.438326368	0.351927915	0.000771021	0.091066363	0.002393743	0.002817203	0.162601923	0.056766945	0.390135234	0.046564465
Design 1	0.034263456	0.758531874	0.49127182	0.006378821	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.013140478	0.006376127	0.006326453	2.5637E-06	0.096038276	1.83883E-06	0.006012775	0.355643658	0.120293266	0.108623606	0.677966102	0.147085693	0.852914307	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.285159368	0.285275299	0.413741037	0.015095295	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.006362891	0.011105947	0.048010803	0.173412133	0.015201487	0.50908437	0.185798299	0.029362139	0.038928462	0.14778719	8.40168E-05	3.80733E-05	1.01618E-07	0.001016817	0.066223505	0.108521517	0.000891978	0.124156212	0.053028891	0.044781256	0.06616343	0.679331511	0.018218681	0.004890187	0.001764906	0.080815629	0.308087036	0.316944229	0.000229632	0.045031156	0.001409974	0.00154573	0.110304211	0.036335999	0.263403096	0.071786841
Design 1	0.034263456	0.758531874	0.49127182	0.008230762	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.014984857	0.00822751	0.008163413	2.5637E-06	0.077617533	1.60882E-06	0.006012775	0.355643658	0.120581477	0.109132996	0.677966102	0.152629295	0.847370705	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.286494306	0.286611075	0.413741037	0.015166015	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.007882046	0.011547965	0.048010803	0.139730738	0.012224097	0.50908437	0.186670824	0.034214207	0.045206983	0.14778719	7.55015E-05	3.41231E-05	9.10751E-08	0.001193246	0.07690553	0.112667891	0.000754948	0.14064387	0.0618054	0.052411617	0.076846142	0.683898825	0.018218681	0.003434028	0.001273663	0.077625413	0.275168624	0.306776549	0.000158248	0.036158578	0.001191975	0.001280278	0.09748645	0.031509949	0.232342038	0.088452624
Design 1	0.034263456	0.758531874	0.49127182	0.011754298	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.018494005	0.011749986	0.011658446	2.5637E-06	0.056759508	1.3048E-06	0.006012775	0.355643658	0.121127983	0.110102171	0.677966102	0.163035254	0.836964746	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.289034183	0.289152546	0.413741037	0.015300567	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.010772417	0.012388955	0.048010803	0.101879101	0.008878062	0.50908437	0.188330905	0.042767933	0.056062177	0.14778719	6.4398E-05	2.91634E-05	7.78373E-08	0.001498282	0.095374123	0.119035111	0.000590848	0.168100356	0.077277534	0.065842872	0.095315924	0.689094021	0.018218681	0.002050913	0.000791967	0.072124601	0.232286591	0.292452578	9.19671E-05	0.026187447	0.000928057	0.000968976	0.081081698	0.025457789	0.192588686	0.105112814
Design 1	0.034263456	0.758531874	0.49127182	0.015574532	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.022298641	0.015569071	0.015447778	2.5637E-06	0.043877233	1.0832E-06	0.006012775	0.355643658	0.121717801	0.111152955	0.677966102	0.174112762	0.825887238	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.29178793	0.291908021	0.413741037	0.01544645	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.013906171	0.01330076	0.048010803	0.078618078	0.006821819	0.50908437	0.190130774	0.051325085	0.066682917	0.14778719	5.6364E-05	2.56965E-05	6.85843E-08	0.00179673	0.113443826	0.124545357	0.000482406	0.193955881	0.092755865	0.079261658	0.113386788	0.69231522	0.018218681	0.001345162	0.000537211	0.06687273	0.201290575	0.281180403	5.90025E-05	0.020059873	0.000752103	0.000768457	0.069451301	0.021261457	0.164404949	0.14499325
Design 1	0.034263456	0.758531874	0.49127182	0.019662377	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.026369794	0.019655685	0.019502555	2.5637E-06	0.035252553	9.14301E-07	0.006012775	0.355643658	0.122345863	0.112277348	0.677966102	0.185737003	0.814262997	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.294734578	0.29485652	0.413741037	0.015602551	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.017259447	0.014276439	0.048010803	0.063082751	0.005448517	0.50908437	0.192056725	0.059888618	0.077104371	0.14778719	5.0221E-05	2.31063E-05	6.16709E-08	0.002089577	0.131174473	0.129440055	0.000405361	0.218561301	0.108245739	0.092678462	0.131118576	0.694477188	0.018218681	0.000940517	0.000386752	0.061926189	0.177616638	0.271939377	4.04985E-05	0.015967453	0.000626478	0.000629217	0.060707193	0.018164188	0.143215503	0.210258245
Design 1	0.034263456	0.758531874	0.49127182	0.023986804	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.030676565	0.023978812	0.023792001	2.5637E-06	0.029146511	7.81811E-07	0.006012775	0.355643658	0.123006865	0.113466814	0.677966102	0.197783644	0.802216356	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.297851764	0.297975662	0.413741037	0.015767687	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.020806792	0.015308584	0.048010803	0.052098821	0.004477552	0.50908437	0.194094139	0.068443056	0.087333053	0.14778719	4.53458E-05	2.10832E-05	5.62712E-08	0.002377008	0.148577144	0.133858476	0.000347879	0.242105007	0.123719162	0.106072579	0.148522367	0.696010416	0.018218681	0.000689166	0.000290898	0.05731521	0.158856322	0.264155727	2.92105E-05	0.013073993	0.000532524	0.000527443	0.053867114	0.015779224	0.126640058	0.403928063
Design 1	0.034263456	0.758531874	0.49127182	0.058349519	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.064898972	0.058331188	0.057876751	2.5637E-06	0.012028767	3.32137E-07	0.006012775	0.355643658	0.128140929	0.122918537	0.677966102	0.285234215	0.714765785	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.322621506	0.322760953	0.413741037	0.017079889	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.048994671	0.023510205	0.048010803	0.021352327	0.001759603	0.50908437	0.21028382	0.126184368	0.152837144	0.14778719	2.7388E-05	1.37984E-05	3.68282E-08	0.004217702	0.26002319	0.156523228	0.000164938	0.383146895	0.228162694	0.196372542	0.259975582	0.700320257	0.018218681	0.000159238	7.75934E-05	0.033989207	0.090337605	0.230874398	6.30096E-06	0.004974547	0.000234168	0.000219743	0.029546535	0.007617504	0.067704421	0.588314258
Design 1	0.034263456	0.758531874	0.49127182	0.110320217	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.116657467	0.110286249	0.109427049	2.5637E-06	0.006144307	1.47561E-07	0.006012775	0.355643658	0.135544725	0.137213469	0.677966102	0.394637548	0.605362452	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.360083644	0.360246607	0.413741037	0.019064482	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.091626451	0.035914463	0.048010803	0.010792619	0.000826139	0.50908437	0.234769341	0.197333488	0.227907328	0.14778719	1.7859E-05	9.94651E-06	2.65474E-08	0.006327207	0.387744603	0.175949838	8.72383E-05	0.531962287	0.356858511	0.3075401	0.387705213	0.701805774	0.018218681	4.77782E-05	2.81163E-05	0.017610709	0.055005641	0.208844949	1.80885E-06	0.002192838	0.000110194	9.98746E-05	0.01731823	0.003748952	0.038071781	0.648490038
Design 1	0.034263456	0.758531874	0.49127182	0.162290915	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.168415962	0.16224131	0.160977347	2.5637E-06	0.003996557	7.92966E-08	0.006012775	0.355643658	0.142572402	0.1515084	0.677966102	0.483421968	0.516578032	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.397545781	0.397732261	0.413741037	0.021049075	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.134258231	0.048318721	0.048010803	0.006939076	0.000485491	0.50908437	0.259254862	0.259248065	0.289934636	0.14778719	1.31821E-05	8.01846E-06	2.14014E-08	0.008070202	0.493275389	0.189160772	5.43997E-05	0.648514094	0.468850721	0.404247027	0.493242788	0.702348473	0.018218681	1.86269E-05	1.42809E-05	0.009034117	0.038257845	0.196277815	6.89E-07	0.001177712	5.93139E-05	5.2209E-05	0.011532721	0.001990718	0.024051857	0.719794981
Design 1	0.034263456	0.758531874	0.49127182	0.214261613	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.220174457	0.214196372	0.212527645	2.5637E-06	0.002884009	4.50925E-08	0.006012775	0.355643658	0.14927605	0.165803332	0.677966102	0.556914471	0.443085529	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.435007919	0.435217915	0.413741037	0.023033668	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.176890011	0.060722979	0.048010803	0.004942996	0.00030904	0.50908437	0.283740383	0.315689634	0.344519814	0.14778719	1.02517E-05	6.78431E-06	1.81074E-08	0.00960407	0.586144432	0.199393421	3.57041E-05	0.747607575	0.570943254	0.492392799	0.586117806	0.7026297	0.018218681	6.39858E-06	8.227E-06	0.003684993	0.028067091	0.187596889	2.33226E-07	0.000651891	3.10285E-05	2.61252E-05	0.007992531	0.00094235	0.015472978	0.773818961
Design 1	0.034263456	0.758531874	0.49127182	0.266232311	0.151515152	0.42903752	0.322033898	0.85915493	0.761904762	0.333333333	0	0	0.271932952	0.266151433	0.264077943	2.5637E-06	0.002203571	2.50325E-08	0.006012775	0.355643658	0.155696743	0.180098263	0.677966102	0.618752541	0.381247459	0.758531874	0.686680268	0.758531874	0.173843954	0.322033898	0.123709243	0.429012844	0.472470057	0.47270357	0.413741037	0.025018262	0.117789961	0.42903752	0.354027536	0.093650481	0.002608564	0.056210401	0.219521791	0.073127237	0.048010803	0.003722205	0.000201123	0.50908437	0.308225904	0.368334281	0.394082239	0.14778719	8.18714E-06	5.89731E-06	1.574E-08	0.010996796	0.670467964	0.20783828	2.34366E-05	0.835319719	0.666167846	0.574602228	0.670446763	0.702801736	0.018218681	0	4.95884E-06	0	0.021063563	0.181019303	0	0.000330302	1.28236E-05	9.50895E-06	0.005541929	0.000230502	0.009534476	0.798873561
Design 1	0.205382436	0.034127495	0.030922693	0.239083439	0.509090909	0.461663948	0.830508475	0.85915493	0.761904762	0.333333333	0	0	0.638298119	0.234435582	0.207913953	0.01421665	0.940427634	4.81442E-06	0.987689056	0.199976042	0.162179347	0.048601271	0.169491525	0.908312461	0.091687539	0.034127495	0.030894783	0.034127495	0.173843954	0.830508475	0.018168424	0.167779814	0.000532149	0.000674841	0.000334738	0.028189801	0.613457935	0.372130961	0.069966326	0.097629773	0.04489865	0.042942866	9.12494E-05	0.001579611	0.083863673	0.009793384	0.001031866	0.021271909	0.018716795	0.001415792	0.000807302	0.00459432	0.000585637	0.001604808	0.108458904	0.108316708	9.54649E-05	0.015552713	0.001797299	0.189413415	0.030874345	0.00947269	0.016538096	0	0.013144217	0.000152655	4.26594E-05	0.054819018	0.019981888	0.198152587	1.09845E-05	0.002383146	0.000763888	0.000333778	0.020368652	0.018372595	0.027508807	0.022867076
Design 1	0.406515581	0.038956858	0.285785536	0.03841449	0.460606061	0.494290375	0.627118644	0.85915493	0.761904762	0.333333333	0	0	0.11262494	0.034447369	0.030888842	2.4231E-05	0.108082059	1.49268E-06	0.111688521	0.419830145	0.308393548	0.094938482	0.372881356	0.394727225	0.605272775	0.038956858	0.035266686	0.038956858	0.173843954	0.627118644	0.04668228	0.355365991	0.002339989	0.000362393	0.000413784	0.104078991	0.339240717	0.412753913	0.027603926	0.042350975	0.002929861	0.318513587	0.005646274	0.047318575	0.321031877	0.273136079	0.004127402	0.044561257	0.018558122	0.026960058	0.02932617	0.131126365	8.91199E-05	6.54114E-05	1.74584E-07	0.005764079	0.0831535	0.075645396	0.000630872	0.207340457	0.081198618	0.051765902	0.083094514	0.417808363	0.100286718	0.002884796	0.000182101	0.163342267	0.167174033	0.424485518	0.000137002	0.027175233	0.000636217	0.000696777	0.051229804	0.021648622	0.218368656	0.078738832
Design 1	0.290368272	0.04378622	0.935162095	0.006378821	0.012121212	0.363784666	0.423728814	0.85915493	0.761904762	0.333333333	0	0	0	0.008159659	0.008552411	4.67454E-07	0.009786283	1.12361E-07	0.011295331	0.314800948	0.191363706	0.043199512	0.576271186	0.201790104	0.798209896	0.04378622	0.039638589	0.04378622	0.173843954	0.423728814	0.090050803	0.268897741	0.000915883	0.000324247	0.000502305	0.034531227	0.175110411	0.399967852	0.045364585	0.062698203	0.000605403	0.971958713	0.059555443	0.247328043	0.179176411	0.497863701	0.002368416	0.036507853	0.013502871	0.145063369	0.163549855	0.477317715	2.41382E-05	1.52893E-05	4.08073E-08	0.001416352	0.141970451	0.146692113	0.000205354	0.206020392	0.133801827	0.106144378	0.141915249	0.61496401	0.043114444	0.003553069	9.72402E-05	0.095626578	0.196240135	0.31180306	0.000136593	0.026790279	0.000280062	0.000382442	0.035993499	0.011622093	0.267251174	0.150798121
Design 1	0.38101983	0.048615583	0.030922693	0.022978417	0.457575758	0.543230016	0.220338983	0.85915493	0.761904762	0.333333333	0	0	0.058676365	0.019054713	0.017046444	0.003980639	0.995794321	0.001474212	0.003165424	0.433064473	0.287292948	0.092625791	0.779661017	0.123493785	0.876506215	0.048615583	0.044010493	0.048615583	0.173843954	0.220338983	0.175651466	0.372804966	0.002961288	0.000459743	0.000600837	0.095475051	0.071837533	0.457930133	0.030620927	0.045534874	0.028778653	0.036167331	6.42328E-06	0.000578466	0.315896611	0.471800045	0.063849158	0.04930498	0.018235158	9.40326E-05	0.000112044	0.008263539	0.009456601	0.005868467	1.5663E-05	0.007781045	0.002573393	0.01714229	0.020026028	0.040877229	0.002225541	0.001795227	0.002509222	0.619246454	0.10328975	0.096861924	0.022620369	0.484057362	0.43985214	0.630816693	0.018970773	0.156618216	0.030657198	0.023846194	0.241225154	0.183801679	0.528606015	0.003795624
Design 1	0.216713881	0.053444945	0.071321696	0.095039281	0.321212121	0.526916803	0.593220339	0.85915493	0.761904762	0.333333333	0	0	0.195994742	0.092838654	0.087157949	0.001184731	0.835703875	4.98668E-06	0.0546981	0.257992401	0.156836244	0.0466529	0.406779661	0.554992943	0.445007057	0.053444945	0.048382396	0.053444945	0.173843954	0.593220339	0.052541909	0.22412833	0.001023276	0.000733266	0.000709917	0.028425879	0.306021615	0.478471501	0.065664704	0.090987475	0.020460633	0.072027237	0.000256643	0.003142915	0.115041029	0.034670995	0.002251876	0.030790087	0.015798198	0.002963429	0.002563702	0.012872575	0.000371352	0.000440494	1.17568E-06	0.018807799	0.029279672	0.035811408	0.001277039	0.174979154	0.035909508	0.017209429	0.02921722	0.21769907	0.023427855	0.0005788	0.000108934	0.099218029	0.064059343	0.260540273	3.66009E-05	0.007299303	0.000928132	0.00054902	0.034822794	0.023420784	0.079286826	0.091880534
Design 1	0.297450425	0.058274308	0.695760599	0.066416613	0.421212121	0.502446982	0.237288136	0.85915493	0.761904762	0.333333333	0	0	0.08785232	0.062945108	0.057238757	6.62147E-07	0.003950381	6.17054E-08	0.003545165	0.369059954	0.234843805	0.075073074	0.762711864	0.217473635	0.782526365	0.058274308	0.052754299	0.058274308	0.173843954	0.237288136	0.164978545	0.322714792	0.002541442	0.000682504	0.000830081	0.061274713	0.078824681	0.42978652	0.043909348	0.055753171	0.000972166	0.624185126	0.135614797	0.272137925	0.21776525	0.101264997	0.000589632	0.048989958	0.019579945	0.261116441	0.305352151	0.351496298	1.30691E-05	6.37033E-06	1.70025E-08	0.003393501	0.368779713	0.205474842	5.42254E-05	0.456445054	0.335198404	0.308744652	0.368739103	0.776836354	0.062162286	0.00054338	2.36356E-05	0.063116442	0.091924328	0.289862009	1.94235E-05	0.006281123	8.54654E-05	0.000100372	0.01342261	0.003658285	0.122028699	0.274913114
Design 1	0.352691218	0.06310367	0.448877805	0.218954489	0.827272727	0.787928222	0.288135593	0.85915493	0.761904762	0.333333333	0	0	0.281288107	0.210241583	0.170317814	3.01762E-06	0.007279683	9.71864E-08	0.004891294	0.45515872	0.324339585	0.160222326	0.711864407	0.461413192	0.538586808	0.06310367	0.057126202	0.06310367	0.173843954	0.288135593	0.138249677	0.400627631	0.007282087	0.001143004	0.000961864	0.153354786	0.101351761	0.57376227	0.034457502	0.053540055	0.001882287	0.386626304	0.078456082	0.247621951	0.314437926	0.049169974	0.000417045	0.053660395	0.027123167	0.176628933	0.210424213	0.203090018	1.99884E-05	1.00373E-05	2.67897E-08	0.009107236	0.460680576	0.175285867	5.86738E-05	0.637581266	0.411041506	0.363721245	0.460645878	0.731032508	0.110124134	0.000212326	1.311E-05	0.045779035	0.055780302	0.328144587	8.0105E-06	0.00365963	7.0224E-05	7.53656E-05	0.0102164	0.003135136	0.079046388	0.555019017
Design 1	0.354107649	0.067933033	0.730673317	0.028408192	0.124242424	0.510603589	0.152542373	0.85915493	0.761904762	0.333333333	0	0	0.016945113	0.028747821	0.028795324	3.67968E-07	0.008822829	2.64787E-07	0.001899438	0.474887516	0.301832076	0.105672559	0.847457627	0.104195377	0.895804623	0.067933033	0.061498106	0.067933033	0.173843954	0.152542373	0.232646815	0.420785586	0.005490998	0.000761633	0.001105804	0.101585527	0.046226489	0.518751965	0.034251867	0.046661271	0.000741187	0.599748714	0.065633069	0.225283171	0.330857208	0.301146028	0.002318912	0.062544645	0.023262043	0.155489712	0.20197798	0.422661067	2.26189E-05	8.15377E-06	2.17625E-08	0.001275422	0.257717426	0.237791341	0.000150151	0.329718541	0.210855255	0.207003029	0.257669671	0.853520599	0.121431368	0.004429747	0.000202247	0.118400347	0.199299342	0.412400003	0.000168805	0.020948462	0.000298537	0.000351465	0.035499454	0.010770494	0.26024702	0.187352167
Design 1	0.19121813	0.072762395	0.143142145	0.082007822	0.372727273	0.584013051	0.016949153	0.85915493	0.761904762	0.333333333	0	0	0.041634688	0.079151985	0.073099258	9.39316E-06	0.390777003	1.59319E-06	0.000166637	0.268365777	0.130487446	0.038715949	0.983050847	0.027287423	0.972712577	0.072762395	0.065870009	0.072762395	0.173843954	0.016949153	0.673659193	0.239879662	0.001289343	0.000928645	0.001262436	0.021061671	0.004471341	0.517977222	0.075992927	0.095366073	0.0106606	0.116233912	0.001379026	0.008716926	0.10925938	0.039334733	0.001515567	0.03776682	0.013769006	0.009849811	0.015330813	0.029413228	0.000173929	5.73477E-05	1.53062E-07	0.000412381	0.095781931	0.26746091	0.000296445	0.227707785	0.065350381	0.070326592	0.095723757	0.972399041	0.023704178	0.003648662	0.000531124	0.080709716	0.111274662	0.247217849	0.000196528	0.006234612	0.000755521	0.000347151	0.026689571	0.015041335	0.1442542	0.179407605
Design 1	0.281869688	0.077591758	0.417955112	0.086041369	0.375757576	0.151712887	0.796610169	0.85915493	0.761904762	0.333333333	0	0	0.236088263	0.083145546	0.076719352	1.00066E-05	0.005219855	1.54954E-07	0.981557974	0.407480293	0.382183849	0.125512204	0.203389831	0.647742287	0.352257713	0.077591758	0.070241912	0.077591758	0.173843954	0.796610169	0.022301272	0.365866879	0.006710089	0.001568593	0.001432298	0.097321059	0.556694677	0.114620832	0.047201053	0.019949482	0.00114019	0.318040064	0.106132505	0.185209013	0.233316319	0.081144449	0.001069807	0.10833463	0.057907278	0.219175531	0.188223283	0.311834474	1.59687E-05	2.41761E-05	0.000647296	0.000487906	0.002746694	0.433201338	0.000171461	0.407574347	0.285530418	0.163693708	0.230648979	0.336621472	0.075005425	0.00027644	2.34055E-05	0.063848065	0.08152879	0.326994957	1.01232E-05	0.007471401	0.000111754	0.000159859	0.020903657	0.005514349	0.095462923	0.125841171
Design 1	0.196883853	0.08242112	0.053366584	0.123855869	0.615151515	0.608482871	0.745762712	0.85915493	0.761904762	0.333333333	0	0	0.331841478	0.117885646	0.101264523	0.003216837	0.910500299	1.06517E-05	0.963313387	0.296615487	0.189609802	0.080687633	0.254237288	0.683808254	0.316191746	0.08242112	0.074613815	0.08242112	0.173843954	0.745762712	0.028903029	0.268335193	0.003477838	0.002050908	0.001615925	0.044972052	0.480927593	0.476434976	0.073487752	0.082300228	0.02504258	0.042510229	0.000137597	0.001911054	0.124667859	0.032300774	0.003653784	0.047914467	0.02775901	0.001898513	0.001279983	0.009907598	0.000489044	0.000958998	0.039758653	0.0396055	0.000143207	0.023073573	0.002459851	0.164384021	0.029714335	0.010740307	0.018827405	0.06901116	0.029999154	0.000778957	0.000228958	0.109936166	0.070538845	0.298803498	5.19487E-05	0.009284037	0.001324406	0.000803864	0.047488342	0.031456529	0.081418628	0.017410216
Design 1	0.235127479	0.087250483	0.710723192	0.048731062	0.13030303	0.779771615	0.196610169	0.85915493	0.761904762	0.333333333	0	0	0.034321676	0.048987031	0.048957668	5.15299E-07	0.009722264	1.21148E-07	0.002680315	0.364816043	0.176768809	0.070002493	0.803389831	0.169596745	0.830403255	0.087250483	0.078985718	0.087250483	0.173843954	0.196610169	0.192586011	0.331621795	0.003965689	0.001312131	0.001813853	0.045918436	0.062462103	0.787993935	0.059490085	0.094895136	0.001582548	0.498924887	0.059924169	0.145005802	0.179403268	0.0971836	0.000757379	0.044472708	0.017254138	0.14570433	0.186217319	0.237618138	2.40398E-05	9.53115E-06	2.54388E-08	0.002135601	0.316832612	0.239568643	8.20056E-05	0.42606295	0.263485499	0.250147143	0.31678866	0.812617369	0.052591152	0.000736578	3.77729E-05	0.068774872	0.098735238	0.283966209	2.83519E-05	0.006905904	0.000145055	0.000139125	0.0162343	0.005338476	0.129408617	0.273099494
Design 1	0.089235128	0.092079845	0.800498753	0.024335861	0.766666667	0.722675367	0.633898305	0.85915493	0.761904762	0.333333333	0	0	0.117939842	0.016456959	0.013342579	1.13998E-06	0.014692652	1.72646E-08	0.137771762	0.148386329	0.055586714	0.016378681	0.366101695	0.321854621	0.678145379	0.092079845	0.083357622	0.092079845	0.173843954	0.633898305	0.045557961	0.136652182	0.000445249	0.001774881	0.00202662	0.004626155	0.346227887	0.535487003	0.165593613	0.174496633	0.002486721	0.541837047	0.040468648	0.059892637	0.033306357	0.062568292	0.000353195	0.025360285	0.009764953	0.110077342	0.112147666	0.155103213	3.08457E-05	2.67398E-05	7.13688E-08	0.003151403	0.133142836	0.113886592	0.000109252	0.235040808	0.138865248	0.091882961	0.133087066	0.448423314	0.004407443	0.000171169	5.40971E-06	0.03193756	0.058626172	0.123198619	6.89294E-06	0.003899896	9.32492E-05	7.99317E-05	0.00892573	0.003679307	0.0725121	0.527771761
Design 1	0.337110482	0.096909208	0.516209476	0.063236316	0.9	0.592169657	0.210169492	0.85915493	0.761904762	0.333333333	0	0	0.137543565	0.053639723	0.042409008	1.47013E-06	0.013073179	5.59424E-07	0.002951272	0.5527771	0.386482804	0.197324215	0.789830508	0.167913822	0.832086178	0.096909208	0.087729525	0.096909208	0.173843954	0.210169492	0.182596433	0.507136639	0.019262484	0.002054105	0.002254761	0.180929075	0.067762679	0.398294896	0.036827195	0.030303979	0.001008002	0.338801758	0.045256643	0.149612393	0.378014611	0.236705731	0.003320676	0.109363025	0.042141787	0.119230255	0.154426347	0.342320252	2.8789E-05	1.14914E-05	3.06707E-08	0.003043887	0.240784651	0.1611906	0.000217186	0.334893881	0.197572559	0.185551199	0.240735806	0.799623669	0.165957562	0.003355607	0.000259686	0.126102094	0.19858749	0.470084518	0.00013222	0.022622634	0.000378009	0.000459464	0.04471883	0.013522107	0.239832733	0.166968578
Design 1	0.328611898	0.101738571	0.926184539	0.230822425	0.515151515	0.804241436	0.128813559	0.85915493	0.761904762	0.333333333	0	0	0.149211629	0.226099509	0.200155298	1.37717E-07	0.000343531	0	0.001532495	0.555129169	0.352989804	0.20546057	0.871186441	0.283658652	0.716341348	0.101738571	0.092101428	0.101738571	0.173843954	0.128813559	0.261158866	0.511918293	0.021625815	0.002328162	0.002498812	0.183897172	0.038072981	0.6766488	0.038209079	0.051011812	0.000470334	0.585406961	0.643390373	1	0.372357653	0.049595903	0.000195949	0.08384908	0.036871495	0.793984239	0.844069798	0.545260115	3.24316E-07	0	0	0.004095594	1	0.402075743	0	1	1	1	1	0.876829464	0.164966657	0.000251553	1.32528E-05	0.030160672	0.060341154	0.344464595	7.7681E-06	0.00274216	0	1.79348E-05	0.005417358	0.00023771	0.085137957	0.675103909
Design 1	0.320113314	0.106567933	0.254862843	0.232141084	0.021212121	0.567699837	0.074576271	0.85915493	0.761904762	0.333333333	0	0	0.052047415	0.233737678	0.242398662	4.78411E-06	0.030930759	4.75843E-07	0.000805217	0.556622223	0.354601655	0.170265705	0.925423729	0.216525065	0.783474935	0.106567933	0.096473331	0.106567933	0.173843954	0.074576271	0.36292706	0.515856126	0.019254688	0.002087147	0.00275931	0.1487051	0.020843368	0.610579554	0.039660057	0.046500541	0.003559437	0.158221651	0.019628357	0.096583211	0.365957375	0.040046304	0.001074962	0.093178075	0.03912486	0.065651197	0.096345159	0.106582996	4.68248E-05	1.39963E-05	3.73562E-08	0.002955162	0.380984718	0.27368052	0.000125825	0.573919207	0.275930853	0.286640948	0.380944894	0.925825441	0.163341214	0.000873135	0.000129597	0.053175487	0.083229906	0.404364113	3.71712E-05	0.005223566	0.000241159	0.000189633	0.020975749	0.007614276	0.111121842	0.513173728
